,word1,word2,sim
0,gem,jewel,1.0
1,midday,noon,1.0
2,automobile,car,1.0
3,cemetery,graveyard,1.0
4,cushion,pillow,0.9766810403595205
5,boy,lad,0.8305623983610396
6,cock,rooster,1.0
7,implement,tool,0.9471542795803441
8,forest,woodland,1.0
9,coast,shore,0.9632173804623256
10,autograph,signature,0.9414480005717724
11,journey,voyage,0.7777146187009302
12,serf,slave,0.7952072142073409
13,grin,smile,1.0
14,glass,tumbler,0.8134444202007555
15,cord,string,0.8741808294560166
16,hill,mound,1.0
17,magician,wizard,1.0
18,furnace,stove,0.22813808925013807
19,asylum,madhouse,0.8555839091868429
20,brother,monk,0.9864074497952746
21,food,fruit,0.16098394945475356
22,bird,cock,0.7739372037654989
23,bird,crane,0.7478120181755705
24,oracle,sage,0.525465226586753
25,sage,wizard,0.20546660635741507
26,brother,lad,0.2551747333560268
27,crane,implement,0.3590566838112666
28,magician,oracle,0.199433219802064
29,glass,jewel,0.23721001621916238
30,cemetery,mound,0.12916083097735448
31,car,journey,0.0
32,hill,woodland,0.1409747251137428
33,crane,rooster,0.6137496038160244
34,furnace,implement,0.2711043353515158
35,coast,hill,0.5991131628821826
36,bird,woodland,0.1492107414911278
37,shore,voyage,0.0
38,cemetery,woodland,0.12344084378220546
39,food,rooster,0.09193186093161773
40,forest,graveyard,0.12344084378220546
41,lad,wizard,0.2550914661759818
42,mound,shore,0.5648348107536845
43,automobile,cushion,0.3561122016585728
44,boy,sage,0.22042345285165238
45,monk,oracle,0.2256522165279408
46,shore,woodland,0.1355829969630242
47,grin,lad,0.0
48,coast,forest,0.1306458563572937
49,asylum,cemetery,0.12426368900376224
50,monk,slave,0.2543108201944307
51,cushion,jewel,0.22274328928945447
52,boy,rooster,0.22275674691290853
53,glass,magician,0.21416825402673018
54,graveyard,madhouse,0.1076753784290126
55,asylum,monk,0.16351105506700434
56,asylum,fruit,0.23707929449037277
57,grin,implement,0.0
58,mound,stove,0.30081803334137924
59,automobile,wizard,0.18086463939151906
60,autograph,shore,0.0
61,fruit,furnace,0.21845661055084956
62,noon,string,0.06617171295532323
63,rooster,voyage,0.0
64,cord,smile,0.053951321183457114
