,word1,word2,sim
0,water,shortage,0.5962292078977726
1,horse,wedding,3.335576037791572
2,plays,losses,5.871075378709827
3,classics,advertiser,2.333545243735693
4,latin,credit,2.61964384137646
5,ship,ballots,0.0
6,mistake,error,9.50275528280248
7,disease,plague,7.787257798408056
8,sake,shade,3.29228159340886
9,saints,observatory,1.5318337432196856
10,treaty,wheat,0.5962292078977726
11,texas,death,0.8017591149538994
12,republicans,challenge,0.0
13,admiralty,intensity,0.5962292078977726
14,heroin,marijuana,7.830966555200702
15,scottish,commuters,0.0
16,apollo,myth,0.5962292078977726
17,film,cautious,0.5962292078977726
18,exhibition,art,3.143520233107207
19,chocolate,candy,5.279449779887423
20,republic,candidate,0.0
21,gospel,church,1.5927548636075812
22,singapore,sanctions,0.0
23,english,french,7.143750199274032
24,exile,church,2.3322377550841122
25,navy,coordinator,0.0
26,adventure,flood,2.3322377550841122
27,radar,plane,4.076481475394825
28,pacific,ocean,9.13288111979702
29,scotch,liquor,8.856128117877429
30,kennedy,gun,2.333545243735693
31,garfield,cat,4.846798923998242
32,scale,budget,6.1102200178087545
33,rhythm,blues,2.2984864148968094
34,rich,privileges,0.5962292078977726
35,marble,marching,0.5962292078977726
36,battleship,army,0.0
37,medium,organization,3.143520233107207
38,pennsylvania,writer,1.5318337432196856
39,hamlet,poet,1.2900256809649917
40,battle,prisoners,0.0
41,guild,smith,0.0
42,mud,soil,8.31074181904597
43,mussolini,stability,0.0
44,lincoln,division,0.0
45,slaves,insured,2.333545243735693
46,summer,winter,7.904569247165815
47,integration,dignity,0.5962292078977726
48,money,quota,4.4698522821009625
49,honolulu,vacation,0.0
50,cheers,musician,0.0
51,session,surprises,2.3322377550841122
52,billion,campaigning,0.5962292078977726
53,perjury,soybean,0.0
54,forswearing,perjury,2.3322377550841122
55,costume,halloween,0.0
56,bulgarian,nurses,2.333545243735693
57,costume,ultimate,0.0
58,faith,judging,2.644520854456544
59,france,bridges,1.5318337432196856
60,recreation,dish,3.143520233107207
61,intelligence,troubles,3.143520233107207
62,germany,worst,0.0
63,chaos,death,4.936224160976429
64,sydney,hancock,1.2900256809649917
65,sabbath,stevenson,0.0
66,espionage,passport,0.5962292078977726
67,pipe,convertible,3.2576790258866897
68,salute,patterns,2.61964384137646
69,radiation,costumes,0.8017591149538994
70,horace,grief,0.0
71,sale,rental,5.958255057700965
72,open,close,2.036327717785946
73,propaganda,germany,0.0
74,mirror,duel,1.5927548636075812
75,probability,hanging,0.5962292078977726
76,africa,theater,1.2900256809649917
77,hell,heaven,8.459246753460656
78,mussolini,italy,1.2900256809649917
79,composer,beethoven,8.073682799669786
80,brussels,sweden,4.389167965544902
81,neutral,parish,1.2900256809649917
82,emotion,taxation,0.5962292078977726
83,louisiana,simple,1.2900256809649917
84,quarantine,disease,3.139908049247135
85,bronze,suspicion,2.2984864148968094
86,pearl,interim,0.5962292078977726
87,artist,paint,1.5318337432196856
88,relay,family,6.109514882040908
89,art,mortality,0.5962292078977726
90,food,investment,1.5927548636075812
91,alt,tenor,0.5962292078977726
92,catholics,protestant,7.040838151239179
93,militia,landlord,0.0
94,battle,warships,0.0
95,coil,ashes,1.5318337432196856
96,poland,russia,6.133532205772839
97,explosive,builders,4.692961638951252
98,aeronautics,plane,0.5962292078977726
99,charge,sentence,2.61964384137646
100,drink,alcohol,6.692847196593647
101,stability,species,0.5962292078977726
102,colonies,depression,1.2900256809649917
103,easter,preference,0.5962292078977726
104,genius,intellect,8.062025715127573
105,slavery,african,0.0
106,jurisdiction,law,0.5962292078977726
107,saints,repeal,1.5927548636075812
108,conspiracy,campaign,1.5927548636075812
109,operator,extracts,3.036577932314865
110,physician,action,1.5318337432196856
111,electronics,guess,2.644520854456544
112,slavery,diamond,2.2984864148968094
113,quarterback,sport,6.173051399086628
114,slavery,klan,0.5962292078977726
115,heroin,shoot,0.8017591149538994
116,birds,disturbances,0.5962292078977726
117,palestinians,turks,2.333545243735693
118,citizenship,court,0.5962292078977726
119,immunity,violation,2.3322377550841122
120,chile,plates,6.109279947234236
121,abraham,stranger,2.333545243735693
122,kansas,city,1.2900256809649917
123,month,year,3.800372388500703
124,month,day,5.886371330726698
125,amateur,actor,2.333545243735693
126,afghanistan,war,0.0
127,transmission,maxwell,2.6911028053586055
128,drawing,music,3.143520233107207
129,exile,pledges,2.333545243735693
130,adventure,sixteen,0.5962292078977726
131,exile,threats,2.333545243735693
132,concrete,wings,2.305848731451232
133,seizure,bishops,0.5962292078977726
134,submarine,sea,0.8017591149538994
135,villa,mayor,2.333545243735693
136,nature,forest,1.2900256809649917
137,chronicle,young,0.5962292078977726
138,radical,bishops,3.8858570476365326
139,pakistan,radical,1.2900256809649917
140,fire,water,7.438285399022612
141,gossip,nuisance,2.333545243735693
142,con,examiner,2.333545243735693
143,satellite,space,2.305848731451232
144,essay,boston,0.0
145,miniature,statue,6.7803563050865545
